,ts,longitude,latitude,altitude,accuracy,motion_score,y,x
1680,2021-10-27 15:59:53+02:00,13.3762243166667,52.5279861166667,99.926,15.0,263.3319798234442,4849209.402194912,1848583.9650312276
1681,2021-10-27 16:00:03+02:00,13.3762158166667,52.52807065,102.347,15.0,237.2701509632112,4849220.812417034,1848584.8122987885
1682,2021-10-27 16:00:13+02:00,13.3761386333333,52.5281145833333,93.711,15.0,174.46398212493958,4849228.499145832,1848575.401305037
1683,2021-10-27 16:00:23+02:00,13.3761395833333,52.5281274166667,92.732,15.0,132.3616256140099,4849230.177292749,1848575.8332488555
1695,2021-10-27 16:02:23+02:00,13.3762789333333,52.5279903833333,103.004,6.25518894195557,447.3426559066116,4849208.649240161,1848591.4601005977
1696,2021-10-27 16:02:33+02:00,13.3762853166667,52.5279745166667,102.616,5.8174729347229,526.5445938807669,4849206.391990352,1848591.9492759283
1699,2021-10-27 16:03:03+02:00,13.3762850166667,52.5279593,98.875,7.14782333374023,746.8569865354647,4849204.382242785,1848591.548998738
1700,2021-10-27 16:03:13+02:00,13.37631105,52.5279913833333,92.524,7.85034227371216,758.0868660434242,4849208.006456819,1848595.831818504
1702,2021-10-27 16:03:33+02:00,13.376318,52.5279578333333,93.405,5.63872003555298,776.5137643559746,4849203.391577933,1848595.9797453086
1703,2021-10-27 16:03:43+02:00,13.3755252166667,52.5275785666667,95.695,3.10993981361389,775.732101344104,4849172.257260767,1848479.6856083025
1704,2021-10-27 16:03:53+02:00,13.37511335,52.5272465333333,92.695,5.20923471450806,699.3099276291698,4849138.18770802,1848416.078323057
1705,2021-10-27 16:04:03+02:00,13.3747099333333,52.5267289666667,80.031,2.74431180953979,674.1359534101173,4849079.3210487105,1848349.2308751806
1706,2021-10-27 16:04:13+02:00,13.37468465,52.52667585,79.066,3.33348083496094,589.7541891613863,4849072.890630861,1848344.552678396
1707,2021-10-27 16:04:23+02:00,13.3748945833333,52.5264698,83.514,2.67836499214172,459.4530232073531,4849040.51132377,1848368.104607687
1708,2021-10-27 16:04:33+02:00,13.3753415833333,52.5259872,85.089,3.47265577316284,404.4265283400555,4848965.7533092275,1848417.2154011857
1709,2021-10-27 16:04:43+02:00,13.3758457,52.5254865666667,77.595,2.6813690662384,403.4124835451324,4848887.2268660795,1848473.6319827733
1710,2021-10-27 16:04:53+02:00,13.3763677,52.52502545,77.742,3.37369132041931,410.2382516366,4848813.507100263,1848533.4028467445
1711,2021-10-27 16:05:03+02:00,13.3769508166667,52.5244887666667,79.058,2.82332539558411,421.5574493542693,4848728.296483572,1848599.661041366
1712,2021-10-27 16:05:13+02:00,13.3775511833333,52.5240942,88.967,3.2500319480896,395.1115949380763,4848661.506773975,1848671.612373452
1713,2021-10-27 16:05:23+02:00,13.3779743166667,52.5236653833333,95.78,3.91718053817749,375.6757819042484,4848594.455915424,1848718.760280412
1714,2021-10-27 16:05:33+02:00,13.3781252833333,52.5234912333333,91.644,3.34641909599304,371.3954134150943,4848567.729402587,1848735.0817406802
1715,2021-10-27 16:05:43+02:00,13.3773747833333,52.5231603666667,91.76,3.13840842247009,362.84313582114873,4848541.991183371,1848625.6626881233
1716,2021-10-27 16:05:53+02:00,13.37688625,52.5228344166667,93.053,6.75128364562988,365.6985191604895,4848510.580456965,1848551.8243112653
1717,2021-10-27 16:06:03+02:00,13.3768221666667,52.5226687,94.7,3.37367177009583,370.153424491522,4848490.162609693,1848539.2329306458
